,order,Data,Time,Home,Score,Away,Venue,Season,Home Score,Away Score,Date
2288,2288,Sat 28 Feb,15:00,Saracens,22-17,Newcastle Falcons,Allianz Park,2014-2015,22,17,Sat 28 Feb 2015
2289,2289,Sat 28 Feb,15:15,Exeter Chiefs,16-6,Bath Rugby,Sandy Park,2014-2015,16,6,Sat 28 Feb 2015
2290,2290,Sun 1 Mar,13:00,Wasps,32-21,Gloucester Rugby,Ricoh Arena,2014-2015,32,21,Sun 1 Mar 2015
2291,2291,Fri 6 Mar,19:45,Bath Rugby,12-3,Sale Sharks,Recreation Ground,2014-2015,12,3,Fri 6 Mar 2015
2292,2292,Sat 7 Mar,15:00,Exeter Chiefs,74-19,London Welsh,Sandy Park,2014-2015,74,19,Sat 7 Mar 2015
2293,2293,Sat 7 Mar,15:00,Harlequins,26-20,London Irish,Twickenham Stoop,2014-2015,26,20,Sat 7 Mar 2015
2294,2294,Sat 7 Mar,15:15,Gloucester Rugby,33-33,Northampton Saints,Kingsholm,2014-2015,33,33,Sat 7 Mar 2015
2295,2295,Sun 8 Mar,14:00,Wasps,17-26,Saracens,Ricoh Arena,2014-2015,17,26,Sun 8 Mar 2015
2296,2296,Sun 8 Mar,15:00,Newcastle Falcons,12-16,Leicester Tigers,Kingston Park,2014-2015,12,16,Sun 8 Mar 2015
2297,2297,Fri 27 Mar,19:45,Northampton Saints,52-30,Wasps,Franklin's Gardens,2014-2015,52,30,Fri 27 Mar 2015
2298,2298,Sat 28 Mar,15:00,Leicester Tigers,25-18,Exeter Chiefs,Welford Road,2014-2015,25,18,Sat 28 Mar 2015
2299,2299,Sat 28 Mar,15:00,London Irish,22-21,Newcastle Falcons,Madejski Stadium,2014-2015,22,21,Sat 28 Mar 2015
2300,2300,Sat 28 Mar,15:15,Saracens,42-14,Harlequins,Wembley Stadium,2014-2015,42,14,Sat 28 Mar 2015
2301,2301,Sun 29 Mar,14:00,Sale Sharks,23-6,Gloucester Rugby,AJ Bell Stadium,2014-2015,23,6,Sun 29 Mar 2015
2302,2302,Sun 29 Mar,14:30,London Welsh,14-29,Bath Rugby,Kassam Stadium,2014-2015,14,29,Sun 29 Mar 2015
2303,2303,Fri 10 Apr,19:45,Newcastle Falcons,19-29,Bath Rugby,Kingston Park,2014-2015,19,29,Fri 10 Apr 2015
2304,2304,Sat 11 Apr,15:00,Harlequins,29-26,Gloucester Rugby,Twickenham Stoop,2014-2015,29,26,Sat 11 Apr 2015
2305,2305,Sat 11 Apr,15:15,Saracens,22-6,Leicester Tigers,Allianz Park,2014-2015,22,6,Sat 11 Apr 2015
2306,2306,Sun 12 Apr,14:00,Exeter Chiefs,21-10,Northampton Saints,Sandy Park,2014-2015,21,10,Sun 12 Apr 2015
2307,2307,Sun 12 Apr,14:30,London Welsh,13-40,Wasps,Kassam Stadium,2014-2015,13,40,Sun 12 Apr 2015
2308,2308,Sun 12 Apr,15:00,London Irish,25-23,Sale Sharks,Madejski Stadium,2014-2015,25,23,Sun 12 Apr 2015
2309,2309,Fri 24 Apr,19:45,Bath Rugby,43-18,London Irish,Recreation Ground,2014-2015,43,18,Fri 24 Apr 2015
2310,2310,Sat 25 Apr,14:00,Sale Sharks,23-25,Harlequins,AJ Bell Stadium,2014-2015,23,25,Sat 25 Apr 2015
2311,2311,Sat 25 Apr,15:00,Gloucester Rugby,42-40,Newcastle Falcons,Kingsholm,2014-2015,42,40,Sat 25 Apr 2015
2312,2312,Sat 25 Apr,15:00,Leicester Tigers,38-17,London Welsh,Welford Road,2014-2015,38,17,Sat 25 Apr 2015
2313,2313,Sat 25 Apr,15:15,Northampton Saints,25-20,Saracens,stadiummk,2014-2015,25,20,Sat 25 Apr 2015
2314,2314,Sun 26 Apr,14:00,Wasps,36-29,Exeter Chiefs,Ricoh Arena,2014-2015,36,29,Sun 26 Apr 2015
2315,2315,Fri 8 May,19:45,Harlequins,26-27,Bath Rugby,Twickenham Stoop,2014-2015,26,27,Fri 8 May 2015
2316,2316,Sat 9 May,14:00,Sale Sharks,34-28,Newcastle Falcons,AJ Bell Stadium,2014-2015,34,28,Sat 9 May 2015
2317,2317,Sat 9 May,15:00,Gloucester Rugby,35-13,London Irish,Kingsholm,2014-2015,35,13,Sat 9 May 2015
2318,2318,Sat 9 May,15:15,Northampton Saints,46-0,London Welsh,Franklin's Gardens,2014-2015,46,0,Sat 9 May 2015
2319,2319,Sat 9 May,15:15,Wasps,21-26,Leicester Tigers,Ricoh Arena,2014-2015,21,26,Sat 9 May 2015
2320,2320,Sun 10 May,14:00,Saracens,20-24,Exeter Chiefs,Allianz Park,2014-2015,20,24,Sun 10 May 2015
2321,2321,Sat 16 May,15:30,Bath Rugby,50-30,Gloucester Rugby,Recreation Ground,2014-2015,50,30,Sat 16 May 2015
2322,2322,Sat 16 May,15:30,Exeter Chiefs,44-16,Sale Sharks,Sandy Park,2014-2015,44,16,Sat 16 May 2015
2323,2323,Sat 16 May,15:30,Leicester Tigers,22-14,Northampton Saints,Welford Road,2014-2015,22,14,Sat 16 May 2015
2324,2324,Sat 16 May,15:30,London Irish,40-40,Wasps,Madejski Stadium,2014-2015,40,40,Sat 16 May 2015
2325,2325,Sat 16 May,15:30,London Welsh,17-68,Saracens,Kassam Stadium,2014-2015,17,68,Sat 16 May 2015
2326,2326,Sat 16 May,15:30,Newcastle Falcons,37-21,Harlequins,Kingston Park,2014-2015,37,21,Sat 16 May 2015
2327,2327,Sat 23 May,14:00,Northampton Saints,24-29,Saracens,Franklin's Gardens,2014-2015,24,29,Sat 23 May 2015
2328,2328,Sat 23 May,17:00,Bath Rugby,47-10,Leicester Tigers,Recreation Ground,2014-2015,47,10,Sat 23 May 2015
2329,2329,Sat 30 May,14:30,Bath Rugby,16-28,Saracens,Twickenham Stadium,2014-2015,16,28,Sat 30 May 2015
2330,2330,Fri 16 Oct,19:45,Harlequins,26-21,Wasps,Twickenham Stoop,2015-2016,26,21,Fri 16 Oct 2015
2331,2331,Fri 16 Oct,19:45,Worcester Warriors,13-12,Northampton Saints,Sixways,2015-2016,13,12,Fri 16 Oct 2015
2332,2332,Fri 16 Oct,20:00,Newcastle Falcons,27-39,Gloucester Rugby,Kingston Park,2015-2016,27,39,Fri 16 Oct 2015
2333,2333,Sat 17 Oct,14:00,Bath Rugby,19-17,Exeter Chiefs,Recreation Ground,2015-2016,19,17,Sat 17 Oct 2015
2334,2334,Sat 17 Oct,14:00,Saracens,41-3,Sale Sharks,Allianz Park,2015-2016,41,3,Sat 17 Oct 2015
2335,2335,Sun 18 Oct,15:15,London Irish,16-28,Leicester Tigers,Madejski Stadium,2015-2016,16,28,Sun 18 Oct 2015
2336,2336,Fri 23 Oct,19:45,Gloucester Rugby,15-17,Saracens,Kingsholm,2015-2016,15,17,Fri 23 Oct 2015
2337,2337,Fri 23 Oct,20:00,Sale Sharks,27-13,Worcester Warriors,AJ Bell Stadium,2015-2016,27,13,Fri 23 Oct 2015
2338,2338,Sat 24 Oct,13:45,Northampton Saints,42-16,Newcastle Falcons,stadiummk,2015-2016,42,16,Sat 24 Oct 2015
2339,2339,Sat 24 Oct,14:00,Wasps,16-9,Bath Rugby,Ricoh Arena,2015-2016,16,9,Sat 24 Oct 2015
2340,2340,Sat 24 Oct,18:00,Exeter Chiefs,38-11,London Irish,Sandy Park,2015-2016,38,11,Sat 24 Oct 2015
2341,2341,Sun 25 Oct,14:00,Leicester Tigers,22-19,Harlequins,Welford Road,2015-2016,22,19,Sun 25 Oct 2015
2342,2342,Sat 31 Oct,13:00,Saracens,24-14,London Irish,Allianz Park,2015-2016,24,14,Sat 31 Oct 2015
2343,2343,Sat 31 Oct,13:30,Bath Rugby,28-38,Harlequins,Recreation Ground,2015-2016,28,38,Sat 31 Oct 2015
2344,2344,Sat 31 Oct,14:00,Gloucester Rugby,24-22,Worcester Warriors,Kingsholm,2015-2016,24,22,Sat 31 Oct 2015
2345,2345,Sun 1 Nov,13:00,Newcastle Falcons,3-41,Exeter Chiefs,Kingston Park,2015-2016,3,41,Sun 1 Nov 2015
2346,2346,Sun 1 Nov,14:30,Sale Sharks,20-13,Northampton Saints,AJ Bell Stadium,2015-2016,20,13,Sun 1 Nov 2015
2347,2347,Sun 1 Nov,15:15,Leicester Tigers,24-16,Wasps,Welford Road,2015-2016,24,16,Sun 1 Nov 2015
2348,2348,Fri 6 Nov,19:45,Harlequins,16-14,Sale Sharks,Twickenham Stoop,2015-2016,16,14,Fri 6 Nov 2015
2349,2349,Sat 7 Nov,15:00,London Irish,14-45,Bath Rugby,Madejski Stadium,2015-2016,14,45,Sat 7 Nov 2015
2350,2350,Sat 7 Nov,15:00,Worcester Warriors,28-20,Newcastle Falcons,Sixways,2015-2016,28,20,Sat 7 Nov 2015
2351,2351,Sat 7 Nov,15:15,Northampton Saints,6-12,Saracens,Franklin's Gardens,2015-2016,6,12,Sat 7 Nov 2015
2352,2352,Sat 7 Nov,17:30,Exeter Chiefs,19-6,Leicester Tigers,Sandy Park,2015-2016,19,6,Sat 7 Nov 2015
2353,2353,Sun 8 Nov,15:00,Wasps,23-3,Gloucester Rugby,Ricoh Arena,2015-2016,23,3,Sun 8 Nov 2015
2354,2354,Fri 27 Nov,19:45,Northampton Saints,15-3,Gloucester Rugby,Franklin's Gardens,2015-2016,15,3,Fri 27 Nov 2015
2355,2355,Sat 28 Nov,14:30,Sale Sharks,15-15,Newcastle Falcons,AJ Bell Stadium,2015-2016,15,15,Sat 28 Nov 2015
2356,2356,Sat 28 Nov,15:00,Exeter Chiefs,26-25,Harlequins,Sandy Park,2015-2016,26,25,Sat 28 Nov 2015
2357,2357,Sat 28 Nov,15:15,Saracens,48-18,Worcester Warriors,Twickenham Stadium,2015-2016,48,18,Sat 28 Nov 2015
2358,2358,Sat 28 Nov,17:30,London Irish,15-33,Wasps,Twickenham Stadium,2015-2016,15,33,Sat 28 Nov 2015
2359,2359,Sun 29 Nov,15:00,Leicester Tigers,21-11,Bath Rugby,Welford Road,2015-2016,21,11,Sun 29 Nov 2015
2360,2360,Fri 4 Dec,19:45,Gloucester Rugby,23-19,Sale Sharks,Kingsholm,2015-2016,23,19,Fri 4 Dec 2015
2361,2361,Sat 5 Dec,15:00,Harlequins,38-7,London Irish,Twickenham Stoop,2015-2016,38,7,Sat 5 Dec 2015
2362,2362,Sat 5 Dec,15:00,Worcester Warriors,20-29,Leicester Tigers,Sixways,2015-2016,20,29,Sat 5 Dec 2015
2363,2363,Sat 5 Dec,15:15,Bath Rugby,11-13,Northampton Saints,Recreation Ground,2015-2016,11,13,Sat 5 Dec 2015
2364,2364,Sat 5 Dec,17:30,Wasps,27-41,Exeter Chiefs,Ricoh Arena,2015-2016,27,41,Sat 5 Dec 2015
2365,2365,Sun 6 Dec,15:00,Newcastle Falcons,3-38,Saracens,Kingston Park,2015-2016,3,38,Sun 6 Dec 2015
2366,2366,Sat 26 Dec,14:30,London Irish,25-23,Northampton Saints,Madejski Stadium,2015-2016,25,23,Sat 26 Dec 2015
2367,2367,Sat 26 Dec,15:00,Exeter Chiefs,33-17,Sale Sharks,Sandy Park,2015-2016,33,17,Sat 26 Dec 2015
2368,2368,Sat 26 Dec,15:00,Leicester Tigers,22-10,Newcastle Falcons,Welford Road,2015-2016,22,10,Sat 26 Dec 2015
2369,2369,Sun 27 Dec,14:00,Wasps,16-26,Saracens,Ricoh Arena,2015-2016,16,26,Sun 27 Dec 2015
2370,2370,Sun 27 Dec,14:30,Bath Rugby,21-14,Worcester Warriors,Recreation Ground,2015-2016,21,14,Sun 27 Dec 2015
2371,2371,Sun 27 Dec,16:30,Harlequins,39-39,Gloucester Rugby,Twickenham Stadium,2015-2016,39,39,Sun 27 Dec 2015
2372,2372,Fri 1 Jan,15:00,Northampton Saints,8-3,Exeter Chiefs,Franklin's Gardens,2015-2016,8,3,Fri 1 Jan 2016
2373,2373,Sat 2 Jan,15:00,Gloucester Rugby,27-14,London Irish,Kingsholm,2015-2016,27,14,Sat 2 Jan 2016
2374,2374,Sat 2 Jan,15:00,Newcastle Falcons,19-14,Bath Rugby,Kingston Park,2015-2016,19,14,Sat 2 Jan 2016
2375,2375,Sat 2 Jan,15:15,Saracens,26-6,Leicester Tigers,Allianz Park,2015-2016,26,6,Sat 2 Jan 2016
2376,2376,Sat 2 Jan,17:30,Sale Sharks,15-9,Wasps,AJ Bell Stadium,2015-2016,15,9,Sat 2 Jan 2016
2377,2377,Sun 3 Jan,15:00,Worcester Warriors,20-24,Harlequins,Sixways,2015-2016,20,24,Sun 3 Jan 2016
2378,2378,Sat 9 Jan,15:00,Exeter Chiefs,19-10,Gloucester Rugby,Sandy Park,2015-2016,19,10,Sat 9 Jan 2016
2379,2379,Sat 9 Jan,15:00,Harlequins,29-23,Saracens,Twickenham Stoop,2015-2016,29,23,Sat 9 Jan 2016
2380,2380,Sat 9 Jan,15:15,Leicester Tigers,30-27,Northampton Saints,Welford Road,2015-2016,30,27,Sat 9 Jan 2016
2381,2381,Sun 10 Jan,13:00,London Irish,20-15,Newcastle Falcons,Madejski Stadium,2015-2016,20,15,Sun 10 Jan 2016
2382,2382,Sun 10 Jan,14:00,Wasps,32-22,Worcester Warriors,Ricoh Arena,2015-2016,32,22,Sun 10 Jan 2016
2383,2383,Fri 29 Jan,19:45,Northampton Saints,11-24,Wasps,Franklin's Gardens,2015-2016,11,24,Fri 29 Jan 2016
2384,2384,Sat 30 Jan,14:30,Sale Sharks,38-10,London Irish,AJ Bell Stadium,2015-2016,38,10,Sat 30 Jan 2016
2385,2385,Sat 30 Jan,15:00,Gloucester Rugby,18-19,Leicester Tigers,Kingsholm,2015-2016,18,19,Sat 30 Jan 2016
2386,2386,Sat 30 Jan,15:15,Saracens,19-13,Bath Rugby,Allianz Park,2015-2016,19,13,Sat 30 Jan 2016
2387,2387,Sun 31 Jan,15:00,Newcastle Falcons,26-19,Harlequins,Kingston Park,2015-2016,26,19,Sun 31 Jan 2016
2388,2388,Sun 31 Jan,15:00,Worcester Warriors,15-30,Exeter Chiefs,Sixways,2015-2016,15,30,Sun 31 Jan 2016
2389,2389,Fri 5 Feb,19:45,Bath Rugby,11-15,Gloucester Rugby,Recreation Ground,2015-2016,11,15,Fri 5 Feb 2016
2390,2390,Sat 6 Feb,14:00,Harlequins,23-27,Northampton Saints,Twickenham Stoop,2015-2016,23,27,Sat 6 Feb 2016
2391,2391,Sat 6 Feb,14:00,Wasps,9-8,Newcastle Falcons,Ricoh Arena,2015-2016,9,8,Sat 6 Feb 2016
2392,2392,Sat 6 Feb,15:00,Leicester Tigers,3-10,Sale Sharks,Welford Road,2015-2016,3,10,Sat 6 Feb 2016
2393,2393,Sun 7 Feb,13:00,Exeter Chiefs,11-14,Saracens,Sandy Park,2015-2016,11,14,Sun 7 Feb 2016
2394,2394,Sun 7 Feb,13:00,London Irish,20-13,Worcester Warriors,Madejski Stadium,2015-2016,20,13,Sun 7 Feb 2016
2395,2395,Fri 12 Feb,19:45,Newcastle Falcons,26-14,Leicester Tigers,Kingston Park,2015-2016,26,14,Fri 12 Feb 2016
2396,2396,Sat 13 Feb,14:30,Sale Sharks,23-17,Exeter Chiefs,AJ Bell Stadium,2015-2016,23,17,Sat 13 Feb 2016
2397,2397,Sat 13 Feb,15:00,Gloucester Rugby,28-6,Harlequins,Kingsholm,2015-2016,28,6,Sat 13 Feb 2016
2398,2398,Sat 13 Feb,15:00,Northampton Saints,35-7,London Irish,Franklin's Gardens,2015-2016,35,7,Sat 13 Feb 2016
2399,2399,Sat 13 Feb,15:00,Worcester Warriors,14-16,Bath Rugby,Sixways,2015-2016,14,16,Sat 13 Feb 2016
2400,2400,Sun 14 Feb,16:00,Saracens,23-64,Wasps,Allianz Park,2015-2016,23,64,Sun 14 Feb 2016
2401,2401,Fri 19 Feb,19:45,Harlequins,25-19,Leicester Tigers,Twickenham Stoop,2015-2016,25,19,Fri 19 Feb 2016
2402,2402,Sat 20 Feb,15:00,Saracens,25-12,Gloucester Rugby,Allianz Park,2015-2016,25,12,Sat 20 Feb 2016
2403,2403,Sat 20 Feb,15:00,Worcester Warriors,31-23,Sale Sharks,Sixways,2015-2016,31,23,Sat 20 Feb 2016
2404,2404,Sat 20 Feb,15:15,Bath Rugby,18-24,Wasps,Recreation Ground,2015-2016,18,24,Sat 20 Feb 2016
2405,2405,Sun 21 Feb,15:00,London Irish,15-22,Exeter Chiefs,Madejski Stadium,2015-2016,15,22,Sun 21 Feb 2016
2406,2406,Sun 21 Feb,15:00,Newcastle Falcons,26-25,Northampton Saints,Kingston Park,2015-2016,26,25,Sun 21 Feb 2016
2407,2407,Sat 27 Feb,13:00,Sale Sharks,36-36,Saracens,AJ Bell Stadium,2015-2016,36,36,Sat 27 Feb 2016
2408,2408,Sat 27 Feb,14:45,Northampton Saints,38-18,Worcester Warriors,Franklin's Gardens,2015-2016,38,18,Sat 27 Feb 2016
2409,2409,Sat 27 Feb,15:00,Gloucester Rugby,32-6,Newcastle Falcons,Kingsholm,2015-2016,32,6,Sat 27 Feb 2016
2410,2410,Sun 28 Feb,13:00,Exeter Chiefs,26-17,Bath Rugby,Sandy Park,2015-2016,26,17,Sun 28 Feb 2016
2411,2411,Sun 28 Feb,15:00,Leicester Tigers,47-20,London Irish,Welford Road,2015-2016,47,20,Sun 28 Feb 2016
2412,2412,Sun 28 Feb,15:15,Wasps,42-10,Harlequins,Ricoh Arena,2015-2016,42,10,Sun 28 Feb 2016
2413,2413,Fri 4 Mar,19:45,Newcastle Falcons,14-15,Worcester Warriors,Kingston Park,2015-2016,14,15,Fri 4 Mar 2016
2414,2414,Sat 5 Mar,14:30,Sale Sharks,29-23,Harlequins,AJ Bell Stadium,2015-2016,29,23,Sat 5 Mar 2016
2415,2415,Sat 5 Mar,15:00,Gloucester Rugby,13-10,Wasps,Kingsholm,2015-2016,13,10,Sat 5 Mar 2016
2416,2416,Sat 5 Mar,15:15,Bath Rugby,25-17,London Irish,Recreation Ground,2015-2016,25,17,Sat 5 Mar 2016
2417,2417,Sat 5 Mar,15:15,Saracens,15-20,Northampton Saints,Allianz Park,2015-2016,15,20,Sat 5 Mar 2016
2418,2418,Sun 6 Mar,15:00,Leicester Tigers,31-27,Exeter Chiefs,Welford Road,2015-2016,31,27,Sun 6 Mar 2016
2419,2419,Fri 11 Mar,19:45,Harlequins,35-28,Bath Rugby,Twickenham Stoop,2015-2016,35,28,Fri 11 Mar 2016
2420,2420,Sat 12 Mar,13:45,Wasps,36-24,Leicester Tigers,Ricoh Arena,2015-2016,36,24,Sat 12 Mar 2016
2421,2421,Sat 12 Mar,14:00,Northampton Saints,26-11,Sale Sharks,Franklin's Gardens,2015-2016,26,11,Sat 12 Mar 2016
2422,2422,Sat 12 Mar,14:00,Worcester Warriors,28-20,Gloucester Rugby,Sixways,2015-2016,28,20,Sat 12 Mar 2016
2423,2423,Sat 12 Mar,15:00,Exeter Chiefs,32-17,Newcastle Falcons,Sandy Park,2015-2016,32,17,Sat 12 Mar 2016
2424,2424,Sat 12 Mar,15:00,London Irish,16-26,Saracens,Red Bull Arena,2015-2016,16,26,Sat 12 Mar 2016
2425,2425,Fri 18 Mar,19:45,Bath Rugby,21-19,Newcastle Falcons,Recreation Ground,2015-2016,21,19,Fri 18 Mar 2016
2426,2426,Sat 19 Mar,15:00,Harlequins,15-21,Worcester Warriors,Twickenham Stoop,2015-2016,15,21,Sat 19 Mar 2016
2427,2427,Sun 20 Mar,13:00,Exeter Chiefs,20-12,Northampton Saints,Sandy Park,2015-2016,20,12,Sun 20 Mar 2016
2428,2428,Sun 20 Mar,14:00,Wasps,39-12,Sale Sharks,Ricoh Arena,2015-2016,39,12,Sun 20 Mar 2016
2429,2429,Sun 20 Mar,15:00,London Irish,23-18,Gloucester Rugby,Madejski Stadium,2015-2016,23,18,Sun 20 Mar 2016
2430,2430,Sun 20 Mar,15:15,Leicester Tigers,21-13,Saracens,Welford Road,2015-2016,21,13,Sun 20 Mar 2016
2431,2431,Sat 26 Mar,15:15,Saracens,36-18,Exeter Chiefs,Allianz Park,2015-2016,36,18,Sat 26 Mar 2016
2432,2432,Sat 26 Mar,17:30,Gloucester Rugby,12-17,Bath Rugby,Kingsholm,2015-2016,12,17,Sat 26 Mar 2016
2433,2433,Sat 26 Mar,17:30,Worcester Warriors,12-6,London Irish,Sixways,2015-2016,12,6,Sat 26 Mar 2016
2434,2434,Sun 27 Mar,13:00,Sale Sharks,27-20,Leicester Tigers,AJ Bell Stadium,2015-2016,27,20,Sun 27 Mar 2016
2435,2435,Sun 27 Mar,15:00,Newcastle Falcons,20-34,Wasps,Kingston Park,2015-2016,20,34,Sun 27 Mar 2016
2436,2436,Sun 27 Mar,15:15,Northampton Saints,29-23,Harlequins,Franklin's Gardens,2015-2016,29,23,Sun 27 Mar 2016
2437,2437,Fri 1 Apr,19:45,Bath Rugby,10-30,Saracens,Recreation Ground,2015-2016,10,30,Fri 1 Apr 2016
2438,2438,Sat 2 Apr,15:00,Exeter Chiefs,50-12,Worcester Warriors,Sandy Park,2015-2016,50,12,Sat 2 Apr 2016
2439,2439,Sat 2 Apr,15:00,Harlequins,46-25,Newcastle Falcons,Twickenham Stoop,2015-2016,46,25,Sat 2 Apr 2016
2440,2440,Sat 2 Apr,15:00,London Irish,15-30,Sale Sharks,Madejski Stadium,2015-2016,15,30,Sat 2 Apr 2016
2441,2441,Sat 2 Apr,15:15,Leicester Tigers,35-30,Gloucester Rugby,Welford Road,2015-2016,35,30,Sat 2 Apr 2016
2442,2442,Sun 3 Apr,15:00,Wasps,28-6,Northampton Saints,Ricoh Arena,2015-2016,28,6,Sun 3 Apr 2016
2443,2443,Fri 15 Apr,19:45,Gloucester Rugby,16-9,Exeter Chiefs,Kingsholm,2015-2016,16,9,Fri 15 Apr 2016
2444,2444,Sat 16 Apr,15:00,Worcester Warriors,35-54,Wasps,Sixways,2015-2016,35,54,Sat 16 Apr 2016
2445,2445,Sat 16 Apr,15:15,Saracens,22-12,Harlequins,Wembley Stadium,2015-2016,22,12,Sat 16 Apr 2016
2446,2446,Sat 16 Apr,17:30,Northampton Saints,24-30,Leicester Tigers,Franklin's Gardens,2015-2016,24,30,Sat 16 Apr 2016
2447,2447,Sun 17 Apr,14:30,Sale Sharks,29-17,Bath Rugby,AJ Bell Stadium,2015-2016,29,17,Sun 17 Apr 2016
2448,2448,Sun 17 Apr,15:00,Newcastle Falcons,13-6,London Irish,Kingston Park,2015-2016,13,6,Sun 17 Apr 2016
2449,2449,Sat 23 Apr,15:15,Bath Rugby,32-26,Sale Sharks,Recreation Ground,2015-2016,32,26,Sat 23 Apr 2016
2450,2450,Fri 29 Apr,19:45,Sale Sharks,11-12,Gloucester Rugby,AJ Bell Stadium,2015-2016,11,12,Fri 29 Apr 2016
2451,2451,Sat 30 Apr,15:00,Leicester Tigers,31-17,Worcester Warriors,Welford Road,2015-2016,31,17,Sat 30 Apr 2016
2452,2452,Sat 30 Apr,15:15,Northampton Saints,15-14,Bath Rugby,Franklin's Gardens,2015-2016,15,14,Sat 30 Apr 2016
2453,2453,Sun 1 May,13:00,Exeter Chiefs,24-3,Wasps,Sandy Park,2015-2016,24,3,Sun 1 May 2016
2454,2454,Sun 1 May,15:00,London Irish,25-32,Harlequins,Madejski Stadium,2015-2016,25,32,Sun 1 May 2016
2455,2455,Sun 1 May,15:15,Saracens,23-14,Newcastle Falcons,Allianz Park,2015-2016,23,14,Sun 1 May 2016
2456,2456,Sat 7 May,15:30,Bath Rugby,38-27,Leicester Tigers,Recreation Ground,2015-2016,38,27,Sat 7 May 2016
2457,2457,Sat 7 May,15:30,Gloucester Rugby,20-28,Northampton Saints,Kingsholm,2015-2016,20,28,Sat 7 May 2016
2458,2458,Sat 7 May,15:30,Harlequins,24-62,Exeter Chiefs,Twickenham Stoop,2015-2016,24,62,Sat 7 May 2016
2459,2459,Sat 7 May,15:30,Newcastle Falcons,15-21,Sale Sharks,Kingston Park,2015-2016,15,21,Sat 7 May 2016
2460,2460,Sat 7 May,15:30,Wasps,38-12,London Irish,Ricoh Arena,2015-2016,38,12,Sat 7 May 2016
2461,2461,Sat 7 May,15:30,Worcester Warriors,19-43,Saracens,Sixways,2015-2016,19,43,Sat 7 May 2016
2462,2462,Sat 21 May,12:30,Saracens,44-17,Leicester Tigers,Allianz Park,2015-2016,44,17,Sat 21 May 2016
2463,2463,Sat 21 May,15:15,Exeter Chiefs,34-23,Wasps,Sandy Park,2015-2016,34,23,Sat 21 May 2016
2464,2464,Sat 28 May,15:00,Saracens,28-20,Exeter Chiefs,Twickenham Stadium,2015-2016,28,20,Sat 28 May 2016
2465,2465,Fri 2 Sep,19:45,Gloucester Rugby,31-38,Leicester Tigers,Kingsholm,2016-2017,31,38,Fri 2 Sep 2016
2466,2466,Fri 2 Sep,20:00,Newcastle Falcons,19-17,Sale Sharks,Kingston Park,2016-2017,19,17,Fri 2 Sep 2016
2467,2467,Sat 3 Sep,14:00,Saracens,35-3,Worcester Warriors,Twickenham Stadium,2016-2017,35,3,Sat 3 Sep 2016
2468,2468,Sat 3 Sep,15:30,Northampton Saints,14-18,Bath Rugby,Franklin's Gardens,2016-2017,14,18,Sat 3 Sep 2016
2469,2469,Sat 3 Sep,16:30,Harlequins,21-19,Bristol Rugby,Twickenham Stadium,2016-2017,21,19,Sat 3 Sep 2016
2470,2470,Sun 4 Sep,15:00,Wasps,25-20,Exeter Chiefs,Ricoh Arena,2016-2017,25,20,Sun 4 Sep 2016
2471,2471,Fri 9 Sep,19:45,Worcester Warriors,23-23,Gloucester Rugby,Sixways,2016-2017,23,23,Fri 9 Sep 2016
2472,2472,Fri 9 Sep,20:15,Sale Sharks,19-10,Harlequins,AJ Bell Stadium,2016-2017,19,10,Fri 9 Sep 2016
2473,2473,Sat 10 Sep,15:00,Bath Rugby,58-5,Newcastle Falcons,Recreation Ground,2016-2017,58,5,Sat 10 Sep 2016
2474,2474,Sat 10 Sep,15:00,Leicester Tigers,22-34,Wasps,Welford Road,2016-2017,22,34,Sat 10 Sep 2016
2475,2475,Sun 11 Sep,15:00,Bristol Rugby,10-32,Northampton Saints,Ashton Gate,2016-2017,10,32,Sun 11 Sep 2016
2476,2476,Sun 11 Sep,15:00,Exeter Chiefs,13-34,Saracens,Sandy Park,2016-2017,13,34,Sun 11 Sep 2016
2477,2477,Fri 16 Sep,19:45,Sale Sharks,13-26,Gloucester Rugby,AJ Bell Stadium,2016-2017,13,26,Fri 16 Sep 2016
2478,2478,Sat 17 Sep,15:00,Bath Rugby,37-22,Worcester Warriors,Recreation Ground,2016-2017,37,22,Sat 17 Sep 2016
2479,2479,Sat 17 Sep,15:00,Exeter Chiefs,36-25,Harlequins,Sandy Park,2016-2017,36,25,Sat 17 Sep 2016
2480,2480,Sat 17 Sep,15:00,Saracens,27-12,Northampton Saints,Allianz Park,2016-2017,27,12,Sat 17 Sep 2016
2481,2481,Sun 18 Sep,14:30,Wasps,70-22,Bristol Rugby,Ricoh Arena,2016-2017,70,22,Sun 18 Sep 2016
2482,2482,Sun 18 Sep,15:00,Newcastle Falcons,13-14,Leicester Tigers,Kingston Park,2016-2017,13,14,Sun 18 Sep 2016
2483,2483,Fri 23 Sep,19:45,Bristol Rugby,17-41,Exeter Chiefs,Ashton Gate,2016-2017,17,41,Fri 23 Sep 2016
2484,2484,Sat 24 Sep,15:00,Gloucester Rugby,13-18,Newcastle Falcons,Kingsholm,2016-2017,13,18,Sat 24 Sep 2016
2485,2485,Sat 24 Sep,15:00,Harlequins,17-10,Saracens,Twickenham Stoop,2016-2017,17,10,Sat 24 Sep 2016
2486,2486,Sat 24 Sep,15:00,Northampton Saints,15-20,Wasps,Franklin's Gardens,2016-2017,15,20,Sat 24 Sep 2016
